,model_name,model_variation,dimension,female_names,male_names
292,Qwen3-8B,democratic_4-g-n,Politics,-0.0828587853783066,0.0828587853783065
293,Qwen3-8B,democratic_4-g-n,Religion,-0.1012512344895684,0.1012512344895683
294,Qwen3-8B,conservative_3-g-n,Sociability,0.4286077847199088,-0.4286077847199077
295,Qwen3-8B,conservative_3-g-n,Morality,0.4962428998988737,-0.4962428998988746
296,Qwen3-8B,conservative_3-g-n,Ability,-0.1265769132664491,0.1265769132664492
297,Qwen3-8B,conservative_3-g-n,Agency,-0.4355263402241349,0.4355263402241344
298,Qwen3-8B,conservative_3-g-n,Status,-0.0278405947212453,0.0278405947212457
299,Qwen3-8B,conservative_3-g-n,Politics,-0.0584522592640336,0.0584522592640335
300,Qwen3-8B,conservative_3-g-n,Religion,-0.1403287290596099,0.1403287290596103
301,Qwen3-8B,liberal_1-g-n,Sociability,0.4556867491051269,-0.4556867491051274
302,Qwen3-8B,liberal_1-g-n,Morality,0.4532334120032512,-0.4532334120032517
303,Qwen3-8B,liberal_1-g-n,Ability,-0.1183510403696004,0.1183510403696001
304,Qwen3-8B,liberal_1-g-n,Agency,-0.4599057110905866,0.4599057110905863
305,Qwen3-8B,liberal_1-g-n,Status,-0.0395298938361161,0.0395298938361157
306,Qwen3-8B,liberal_1-g-n,Politics,-0.0560502932941358,0.0560502932941359
307,Qwen3-8B,liberal_1-g-n,Religion,-0.054581009175757,0.0545810091757568
308,Apertus-8B-Instruct-2509,liberal_4-g-n,Sociability,0.4999455584512446,-0.4999455584512453
309,Apertus-8B-Instruct-2509,liberal_4-g-n,Morality,0.2021661515532319,-0.2021661515532319
310,Apertus-8B-Instruct-2509,liberal_4-g-n,Ability,-0.0159633915149919,0.015963391514992
311,Apertus-8B-Instruct-2509,liberal_4-g-n,Agency,-0.4301175257132074,0.4301175257132082
312,Apertus-8B-Instruct-2509,liberal_4-g-n,Status,-0.2427792726969987,0.2427792726969986
313,Apertus-8B-Instruct-2509,liberal_4-g-n,Politics,0.1219867385023096,-0.1219867385023098
314,Apertus-8B-Instruct-2509,liberal_4-g-n,Religion,-0.0330517091875495,0.0330517091875445
315,Qwen3-8B,democratic_3-g-n,Sociability,0.4359963986641911,-0.435996398664191
316,Qwen3-8B,democratic_3-g-n,Morality,0.4543954476048953,-0.4543954476048947
317,Qwen3-8B,democratic_3-g-n,Ability,-0.0715456388979049,0.071545638897905
318,Qwen3-8B,democratic_3-g-n,Agency,-0.4363741886714479,0.4363741886714476
319,Qwen3-8B,democratic_3-g-n,Status,-0.0170803789885897,0.0170803789885897
320,Qwen3-8B,democratic_3-g-n,Politics,-0.0542149899183259,0.0542149899183263
321,Qwen3-8B,democratic_3-g-n,Religion,-0.0791704719504102,0.0791704719504109
322,Apertus-8B-Instruct-2509,conservative_10-g-n,Sociability,0.4379603059351452,-0.4379603059351468
323,Apertus-8B-Instruct-2509,conservative_10-g-n,Morality,0.2385466447369079,-0.2385466447369086
324,Apertus-8B-Instruct-2509,conservative_10-g-n,Ability,-0.0106970703587229,0.0106970703587229
325,Apertus-8B-Instruct-2509,conservative_10-g-n,Agency,-0.3822221893193855,0.3822221893193854
326,Apertus-8B-Instruct-2509,conservative_10-g-n,Status,-0.201014570426341,0.2010145704263426
327,Apertus-8B-Instruct-2509,conservative_10-g-n,Politics,0.0187838698611243,-0.0187838698611255
328,Apertus-8B-Instruct-2509,conservative_10-g-n,Religion,-0.1716620894157746,0.1716620894157728
329,Qwen3-8B,conservative_7-g-n,Sociability,0.4214056773929412,-0.4214056773929414
330,Qwen3-8B,conservative_7-g-n,Morality,0.4939533797199227,-0.4939533797199222
331,Qwen3-8B,conservative_7-g-n,Ability,-0.1207697449744833,0.1207697449744831
332,Qwen3-8B,conservative_7-g-n,Agency,-0.4229038719915161,0.4229038719915162
333,Qwen3-8B,conservative_7-g-n,Status,-0.0989771586134518,0.098977158613452
334,Qwen3-8B,conservative_7-g-n,Politics,-0.0977874960965128,0.0977874960965127
335,Qwen3-8B,conservative_7-g-n,Religion,-0.13683494392308,0.1368349439230805
336,Qwen3-8B,liberal_9-g-n,Sociability,0.4656073200954654,-0.4656073200954644
337,Qwen3-8B,liberal_9-g-n,Morality,0.4502622262354265,-0.4502622262354269
338,Qwen3-8B,liberal_9-g-n,Ability,-0.1112227172590013,0.1112227172590014
339,Qwen3-8B,liberal_9-g-n,Agency,-0.4597725124382595,0.4597725124382592
340,Qwen3-8B,liberal_9-g-n,Status,-0.0507921720460608,0.0507921720460607
341,Qwen3-8B,liberal_9-g-n,Politics,-0.0815033589062427,0.0815033589062425
342,Qwen3-8B,liberal_9-g-n,Religion,-0.0314946616326914,0.0314946616326922
343,Meta-Llama-3-8B,conservative_9-g-n,Sociability,0.354503621542697,-0.354503621542697
344,Meta-Llama-3-8B,conservative_9-g-n,Morality,0.3856500809455824,-0.3856500809455824
345,Meta-Llama-3-8B,conservative_9-g-n,Ability,-0.1807987821568755,0.1807987821568755
346,Meta-Llama-3-8B,conservative_9-g-n,Agency,-0.4555552518298854,0.4555552518298856
347,Meta-Llama-3-8B,conservative_9-g-n,Status,-0.2451600255038365,0.2451600255038365
348,Meta-Llama-3-8B,conservative_9-g-n,Politics,-0.2113556789883641,0.211355678988364
349,Meta-Llama-3-8B,conservative_9-g-n,Religion,-0.0022542362511148,0.0022542362511143
350,Qwen3-8B,conservative_10-g-n,Sociability,0.403051262813612,-0.4030512628136115
351,Qwen3-8B,conservative_10-g-n,Morality,0.4994115909992851,-0.4994115909992851
352,Qwen3-8B,conservative_10-g-n,Ability,-0.1214267797056255,0.1214267797056257
353,Qwen3-8B,conservative_10-g-n,Agency,-0.4364005465070238,0.4364005465070237
354,Qwen3-8B,conservative_10-g-n,Status,-0.093706039489456,0.0937060394894559
355,Qwen3-8B,conservative_10-g-n,Politics,-0.1096239776198613,0.1096239776198614
356,Qwen3-8B,conservative_10-g-n,Religion,-0.1600496918381196,0.1600496918381202
357,Apertus-8B-Instruct-2509,liberal_2-g-n,Sociability,0.5210219196044337,-0.5210219196044337
358,Apertus-8B-Instruct-2509,liberal_2-g-n,Morality,0.2016817782995908,-0.2016817782995936
359,Apertus-8B-Instruct-2509,liberal_2-g-n,Ability,-0.0027460717059798,0.00274607170598
360,Apertus-8B-Instruct-2509,liberal_2-g-n,Agency,-0.4621810289565875,0.4621810289565873
361,Apertus-8B-Instruct-2509,liberal_2-g-n,Status,-0.2564956038490588,0.2564956038490564
362,Apertus-8B-Instruct-2509,liberal_2-g-n,Politics,0.1036393136581358,-0.1036393136581357
363,Apertus-8B-Instruct-2509,liberal_2-g-n,Religion,0.0156511223273743,-0.0156511223273697
364,Meta-Llama-3-8B,liberal_10-g-n,Sociability,0.4062699910886884,-0.406269991088688
365,Meta-Llama-3-8B,liberal_10-g-n,Morality,0.3148441033997611,-0.3148441033997614
366,Meta-Llama-3-8B,liberal_10-g-n,Ability,-0.0380264184664699,0.0380264184664699
367,Meta-Llama-3-8B,liberal_10-g-n,Agency,-0.5352914799374556,0.5352914799374556
368,Meta-Llama-3-8B,liberal_10-g-n,Status,-0.0856697393836076,0.0856697393836067
369,Meta-Llama-3-8B,liberal_10-g-n,Politics,-0.0798009329801694,0.0798009329801692
370,Meta-Llama-3-8B,liberal_10-g-n,Religion,0.2193852536370312,-0.2193852536370313
371,Apertus-8B-Instruct-2509,democratic_2-g-n,Sociability,0.4861153802878977,-0.4861153802878987
372,Apertus-8B-Instruct-2509,democratic_2-g-n,Morality,0.1925835532399564,-0.1925835532399572
373,Apertus-8B-Instruct-2509,democratic_2-g-n,Ability,-0.0036101912640475,0.0036101912640476
374,Apertus-8B-Instruct-2509,democratic_2-g-n,Agency,-0.4235021710682894,0.4235021710682904
375,Apertus-8B-Instruct-2509,democratic_2-g-n,Status,-0.1724597522917904,0.1724597522917915
376,Apertus-8B-Instruct-2509,democratic_2-g-n,Politics,0.1306567317452917,-0.1306567317452919
377,Apertus-8B-Instruct-2509,democratic_2-g-n,Religion,-0.1091107803487183,0.1091107803487138
378,Apertus-8B-Instruct-2509,conservative_5-g-n,Sociability,0.4327920922755929,-0.432792092275594
379,Apertus-8B-Instruct-2509,conservative_5-g-n,Morality,0.2609071566700048,-0.2609071566700038
380,Apertus-8B-Instruct-2509,conservative_5-g-n,Ability,0.0014906900954959,-0.0014906900954961
381,Apertus-8B-Instruct-2509,conservative_5-g-n,Agency,-0.398552187230111,0.3985521872301108
382,Apertus-8B-Instruct-2509,conservative_5-g-n,Status,-0.2216872669437948,0.2216872669437942
383,Apertus-8B-Instruct-2509,conservative_5-g-n,Politics,0.0060765473878959,-0.0060765473878962
384,Apertus-8B-Instruct-2509,conservative_5-g-n,Religion,-0.146355169880418,0.1463551698804183
385,Qwen3-8B,liberal_5-g-n,Sociability,0.4928441216807613,-0.4928441216807606
386,Qwen3-8B,liberal_5-g-n,Morality,0.4291013107276537,-0.4291013107276534
387,Qwen3-8B,liberal_5-g-n,Ability,-0.1043133516790104,0.1043133516790102
388,Qwen3-8B,liberal_5-g-n,Agency,-0.4695258149211281,0.4695258149211276
389,Qwen3-8B,liberal_5-g-n,Status,0.0271098334746624,-0.0271098334746629
390,Qwen3-8B,liberal_5-g-n,Politics,-0.0503106116563548,0.0503106116563548
391,Qwen3-8B,liberal_5-g-n,Religion,0.0177389514673115,-0.0177389514673114
392,Qwen3-8B,democratic_10-g-n,Sociability,0.4206723752076305,-0.420672375207632
393,Qwen3-8B,democratic_10-g-n,Morality,0.4794920606055581,-0.4794920606055574
394,Qwen3-8B,democratic_10-g-n,Ability,-0.0945553085274003,0.0945553085274004
395,Qwen3-8B,democratic_10-g-n,Agency,-0.4322651394736103,0.4322651394736108
396,Qwen3-8B,democratic_10-g-n,Status,-0.0746408818542269,0.0746408818542265
397,Qwen3-8B,democratic_10-g-n,Politics,-0.0644395371838087,0.064439537183809
398,Qwen3-8B,democratic_10-g-n,Religion,-0.0987608834816045,0.0987608834816062
399,Apertus-8B-Instruct-2509,democratic_8-g-n,Sociability,0.4776881008436378,-0.4776881008436364
400,Apertus-8B-Instruct-2509,democratic_8-g-n,Morality,0.225628861744111,-0.2256288617441123
401,Apertus-8B-Instruct-2509,democratic_8-g-n,Ability,-0.0301537179150389,0.030153717915039
402,Apertus-8B-Instruct-2509,democratic_8-g-n,Agency,-0.416478453027022,0.4164784530270226
403,Apertus-8B-Instruct-2509,democratic_8-g-n,Status,-0.1582486451265124,0.1582486451265106
404,Apertus-8B-Instruct-2509,democratic_8-g-n,Politics,0.1120348565187418,-0.1120348565187422
405,Apertus-8B-Instruct-2509,democratic_8-g-n,Religion,-0.1217999889981986,0.1217999889981983
406,Meta-Llama-3-8B,conservative_7-g-n,Sociability,0.3654444999421565,-0.3654444999421568
407,Meta-Llama-3-8B,conservative_7-g-n,Morality,0.4099661412647344,-0.4099661412647342
408,Meta-Llama-3-8B,conservative_7-g-n,Ability,-0.1813967064439255,0.1813967064439256
409,Meta-Llama-3-8B,conservative_7-g-n,Agency,-0.4225941639513916,0.4225941639513915
410,Meta-Llama-3-8B,conservative_7-g-n,Status,-0.2214305760668652,0.221430576066865
411,Meta-Llama-3-8B,conservative_7-g-n,Politics,-0.1996590988641967,0.1996590988641965
412,Meta-Llama-3-8B,conservative_7-g-n,Religion,-0.0074827394938682,0.0074827394938691
413,Apertus-8B-Instruct-2509,conservative_6-g-n,Sociability,0.4417151022710019,-0.4417151022710033
414,Apertus-8B-Instruct-2509,conservative_6-g-n,Morality,0.2254444416624132,-0.2254444416624133
415,Apertus-8B-Instruct-2509,conservative_6-g-n,Ability,-0.0195590285969469,0.0195590285969473
416,Apertus-8B-Instruct-2509,conservative_6-g-n,Agency,-0.3886538007248339,0.3886538007248342
417,Apertus-8B-Instruct-2509,conservative_6-g-n,Status,-0.2230203179904475,0.2230203179904447
418,Apertus-8B-Instruct-2509,conservative_6-g-n,Politics,-7.812037600031463e-05,7.812037600084171e-05
419,Apertus-8B-Instruct-2509,conservative_6-g-n,Religion,-0.1520444878251414,0.1520444878251373
420,Apertus-8B-Instruct-2509,liberal_8-g-n,Sociability,0.5050436531493416,-0.5050436531493415
421,Apertus-8B-Instruct-2509,liberal_8-g-n,Morality,0.1865360052214512,-0.1865360052214527
422,Apertus-8B-Instruct-2509,liberal_8-g-n,Ability,-0.0187056992580554,0.018705699258055
423,Apertus-8B-Instruct-2509,liberal_8-g-n,Agency,-0.4279466113363235,0.4279466113363244
424,Apertus-8B-Instruct-2509,liberal_8-g-n,Status,-0.213788026490228,0.2137880264902248
425,Apertus-8B-Instruct-2509,liberal_8-g-n,Politics,0.110485999066275,-0.1104859990662752
426,Apertus-8B-Instruct-2509,liberal_8-g-n,Religion,-0.0325844399069277,0.0325844399069261
427,Apertus-8B-Instruct-2509,democratic_10-g-n,Sociability,0.4816456146196593,-0.4816456146196599
428,Apertus-8B-Instruct-2509,democratic_10-g-n,Morality,0.2284265953728936,-0.2284265953728923
429,Apertus-8B-Instruct-2509,democratic_10-g-n,Ability,-0.008243632173332,0.0082436321733321
430,Apertus-8B-Instruct-2509,democratic_10-g-n,Agency,-0.420144380380324,0.4201443803803258
431,Apertus-8B-Instruct-2509,democratic_10-g-n,Status,-0.1721101630361345,0.1721101630361349
432,Apertus-8B-Instruct-2509,democratic_10-g-n,Politics,0.0981271574996964,-0.0981271574996956
433,Apertus-8B-Instruct-2509,democratic_10-g-n,Religion,-0.1060946404994894,0.1060946404994876
434,Meta-Llama-3-8B,democratic_5-g-n,Sociability,0.3441254619259594,-0.3441254619259588
435,Meta-Llama-3-8B,democratic_5-g-n,Morality,0.3649705149432824,-0.3649705149432819
436,Meta-Llama-3-8B,democratic_5-g-n,Ability,-0.1060318998674235,0.1060318998674236
437,Meta-Llama-3-8B,democratic_5-g-n,Agency,-0.4140253762500394,0.4140253762500398
438,Meta-Llama-3-8B,democratic_5-g-n,Status,-0.2410997554630058,0.2410997554630062
439,Meta-Llama-3-8B,democratic_5-g-n,Politics,-0.1523550404956892,0.1523550404956885
440,Meta-Llama-3-8B,democratic_5-g-n,Religion,0.0722257773076925,-0.0722257773076925
441,Apertus-8B-Instruct-2509,democratic_3-g-n,Sociability,0.4768988807919468,-0.476898880791946
442,Apertus-8B-Instruct-2509,democratic_3-g-n,Morality,0.2255637158364486,-0.2255637158364485
443,Apertus-8B-Instruct-2509,democratic_3-g-n,Ability,-0.0103624394268989,0.0103624394268985
444,Apertus-8B-Instruct-2509,democratic_3-g-n,Agency,-0.4109555871067425,0.4109555871067432
445,Apertus-8B-Instruct-2509,democratic_3-g-n,Status,-0.1269056176206087,0.1269056176206101
446,Apertus-8B-Instruct-2509,democratic_3-g-n,Politics,0.1197712688479374,-0.1197712688479363
447,Apertus-8B-Instruct-2509,democratic_3-g-n,Religion,-0.1159493039121182,0.1159493039121167
448,Meta-Llama-3-8B,liberal_6-g-n,Sociability,0.3826937404901435,-0.3826937404901434
449,Meta-Llama-3-8B,liberal_6-g-n,Morality,0.3457795477744101,-0.3457795477744105
450,Meta-Llama-3-8B,liberal_6-g-n,Ability,0.0182433532852264,-0.0182433532852263
451,Meta-Llama-3-8B,liberal_6-g-n,Agency,-0.5521895911681054,0.5521895911681053
452,Meta-Llama-3-8B,liberal_6-g-n,Status,-0.0555044131985168,0.0555044131985172
453,Meta-Llama-3-8B,liberal_6-g-n,Politics,-0.0590008772785958,0.0590008772785957
454,Meta-Llama-3-8B,liberal_6-g-n,Religion,0.2869081866038283,-0.2869081866038284
455,Apertus-8B-Instruct-2509,conservative_2-g-n,Sociability,0.4374698194538244,-0.4374698194538245
456,Apertus-8B-Instruct-2509,conservative_2-g-n,Morality,0.2424354121320384,-0.2424354121320372
457,Apertus-8B-Instruct-2509,conservative_2-g-n,Ability,-0.0308072388757921,0.0308072388757922
458,Apertus-8B-Instruct-2509,conservative_2-g-n,Agency,-0.3924743673041129,0.3924743673041134
459,Apertus-8B-Instruct-2509,conservative_2-g-n,Status,-0.2377380572090966,0.237738057209095
460,Apertus-8B-Instruct-2509,conservative_2-g-n,Politics,-0.0229499059764118,0.0229499059764113
461,Apertus-8B-Instruct-2509,conservative_2-g-n,Religion,-0.1676342666305606,0.1676342666305616
462,Meta-Llama-3-8B,liberal_5-g-n,Sociability,0.4035006479961368,-0.4035006479961369
463,Meta-Llama-3-8B,liberal_5-g-n,Morality,0.3468004100154073,-0.3468004100154078
464,Meta-Llama-3-8B,liberal_5-g-n,Ability,-0.0602274225730781,0.0602274225730781
465,Meta-Llama-3-8B,liberal_5-g-n,Agency,-0.5167583673174666,0.5167583673174672
466,Meta-Llama-3-8B,liberal_5-g-n,Status,-0.0556987434561957,0.0556987434561954
467,Meta-Llama-3-8B,liberal_5-g-n,Politics,-0.1165431451767058,0.1165431451767057
468,Meta-Llama-3-8B,liberal_5-g-n,Religion,0.2101081472355197,-0.2101081472355195
469,Meta-Llama-3-8B,conservative_3-g-n,Sociability,0.3677565266471884,-0.3677565266471885
470,Meta-Llama-3-8B,conservative_3-g-n,Morality,0.4206555023230553,-0.420655502323056
471,Meta-Llama-3-8B,conservative_3-g-n,Ability,-0.202668361948494,0.2026683619484939
472,Meta-Llama-3-8B,conservative_3-g-n,Agency,-0.4814720123410831,0.4814720123410831
473,Meta-Llama-3-8B,conservative_3-g-n,Status,-0.1723355936587478,0.1723355936587479
474,Meta-Llama-3-8B,conservative_3-g-n,Politics,-0.197360654948816,0.1973606549488159
475,Meta-Llama-3-8B,conservative_3-g-n,Religion,-0.0262767270953516,0.0262767270953516
476,Apertus-8B-Instruct-2509,liberal_10-g-n,Sociability,0.5443019920567648,-0.5443019920567645
477,Apertus-8B-Instruct-2509,liberal_10-g-n,Morality,0.1964194806207656,-0.196419480620764
478,Apertus-8B-Instruct-2509,liberal_10-g-n,Ability,-0.0002652031859108,0.0002652031859111
479,Apertus-8B-Instruct-2509,liberal_10-g-n,Agency,-0.4906699105366446,0.4906699105366429
480,Apertus-8B-Instruct-2509,liberal_10-g-n,Status,-0.164943249331629,0.1649432493316307
481,Apertus-8B-Instruct-2509,liberal_10-g-n,Politics,0.1971939703015562,-0.1971939703015564
482,Apertus-8B-Instruct-2509,liberal_10-g-n,Religion,0.0153754538477353,-0.0153754538477385
483,Qwen3-8B,liberal_2-g-n,Sociability,0.4872036498614348,-0.487203649861435
484,Qwen3-8B,liberal_2-g-n,Morality,0.4364154506244941,-0.4364154506244937
485,Qwen3-8B,liberal_2-g-n,Ability,-0.1080268020284089,0.1080268020284081
486,Qwen3-8B,liberal_2-g-n,Agency,-0.4598786693686819,0.4598786693686814
487,Qwen3-8B,liberal_2-g-n,Status,-0.0198957718384481,0.0198957718384489
488,Qwen3-8B,liberal_2-g-n,Politics,-0.0514503250142021,0.0514503250142021
489,Qwen3-8B,liberal_2-g-n,Religion,-0.01205301953446,0.0120530195344592
490,Qwen3-8B,conservative_9-g-n,Sociability,0.4209354820579169,-0.4209354820579167
491,Qwen3-8B,conservative_9-g-n,Morality,0.4931312723557861,-0.4931312723557859
492,Qwen3-8B,conservative_9-g-n,Ability,-0.1286829369850781,0.128682936985078
493,Qwen3-8B,conservative_9-g-n,Agency,-0.4406033853709043,0.4406033853709037
494,Qwen3-8B,conservative_9-g-n,Status,-0.0540020909849143,0.0540020909849145
495,Qwen3-8B,conservative_9-g-n,Politics,-0.0768405482528697,0.0768405482528699
496,Qwen3-8B,conservative_9-g-n,Religion,-0.1273140748451784,0.1273140748451778
497,Meta-Llama-3-8B,liberal_1-g-n,Sociability,0.4485065682228478,-0.4485065682228475
498,Meta-Llama-3-8B,liberal_1-g-n,Morality,0.3104987929168124,-0.3104987929168123
499,Meta-Llama-3-8B,liberal_1-g-n,Ability,-0.1598800780216512,0.1598800780216511
500,Meta-Llama-3-8B,liberal_1-g-n,Agency,-0.524324035994574,0.5243240359945734
501,Meta-Llama-3-8B,liberal_1-g-n,Status,-0.086140751955194,0.0861407519551946
502,Meta-Llama-3-8B,liberal_1-g-n,Politics,-0.0932817242507628,0.0932817242507628
503,Meta-Llama-3-8B,liberal_1-g-n,Religion,0.2015846105823503,-0.201584610582351
504,Qwen3-8B,liberal_4-g-n,Sociability,0.502059055711798,-0.5020590557117982
505,Qwen3-8B,liberal_4-g-n,Morality,0.4483236214893525,-0.4483236214893523
506,Qwen3-8B,liberal_4-g-n,Ability,-0.1132185266314996,0.1132185266314994
507,Qwen3-8B,liberal_4-g-n,Agency,-0.4703085206080771,0.470308520608077
508,Qwen3-8B,liberal_4-g-n,Status,0.0235470723905969,-0.0235470723905972
509,Qwen3-8B,liberal_4-g-n,Politics,-0.0247808658600581,0.0247808658600583
510,Qwen3-8B,liberal_4-g-n,Religion,-0.0041972634975259,0.0041972634975263
511,Apertus-8B-Instruct-2509,democratic_7-g-n,Sociability,0.479108605811226,-0.4791086058112259
512,Apertus-8B-Instruct-2509,democratic_7-g-n,Morality,0.1858769172508492,-0.18587691725085
513,Apertus-8B-Instruct-2509,democratic_7-g-n,Ability,-0.0116669877248322,0.0116669877248325
514,Apertus-8B-Instruct-2509,democratic_7-g-n,Agency,-0.443449393147901,0.4434493931479016
515,Apertus-8B-Instruct-2509,democratic_7-g-n,Status,-0.2016963094515203,0.20169630945152
516,Apertus-8B-Instruct-2509,democratic_7-g-n,Politics,0.1090756051626485,-0.109075605162649
517,Apertus-8B-Instruct-2509,democratic_7-g-n,Religion,-0.1307945777903696,0.1307945777903672
518,Meta-Llama-3-8B,conservative_1-g-n,Sociability,0.4065758063881838,-0.4065758063881833
519,Meta-Llama-3-8B,conservative_1-g-n,Morality,0.3567010393786681,-0.356701039378667
520,Meta-Llama-3-8B,conservative_1-g-n,Ability,-0.2011320770860535,0.2011320770860535
521,Meta-Llama-3-8B,conservative_1-g-n,Agency,-0.4298395208392668,0.4298395208392672
522,Meta-Llama-3-8B,conservative_1-g-n,Status,-0.1403719596939367,0.1403719596939374
523,Meta-Llama-3-8B,conservative_1-g-n,Politics,-0.082072423047975,0.0820724230479748
524,Meta-Llama-3-8B,conservative_1-g-n,Religion,0.1027346631448993,-0.1027346631448985
525,Qwen3-8B,liberal_3-g-n,Sociability,0.4862415358944787,-0.4862415358944771
526,Qwen3-8B,liberal_3-g-n,Morality,0.4318424727205101,-0.4318424727205102
527,Qwen3-8B,liberal_3-g-n,Ability,-0.1068562029245007,0.1068562029245008
528,Qwen3-8B,liberal_3-g-n,Agency,-0.4680534036768852,0.4680534036768853
529,Qwen3-8B,liberal_3-g-n,Status,-0.0259307412670151,0.0259307412670162
530,Qwen3-8B,liberal_3-g-n,Politics,-0.0600014964106651,0.0600014964106648
531,Qwen3-8B,liberal_3-g-n,Religion,-0.0042691375236322,0.004269137523632
532,Qwen3-8B,liberal_6-g-n,Sociability,0.4632569023344439,-0.4632569023344445
533,Qwen3-8B,liberal_6-g-n,Morality,0.4400652844683989,-0.4400652844683985
534,Qwen3-8B,liberal_6-g-n,Ability,-0.085492429254302,0.085492429254302
535,Qwen3-8B,liberal_6-g-n,Agency,-0.4635297969252411,0.4635297969252424
536,Qwen3-8B,liberal_6-g-n,Status,-0.0095306462015635,0.0095306462015632
537,Qwen3-8B,liberal_6-g-n,Politics,-0.0659835320406681,0.065983532040668
538,Qwen3-8B,liberal_6-g-n,Religion,0.0069929416700217,-0.0069929416700218
539,Qwen3-8B,liberal_8-g-n,Sociability,0.4778376316850059,-0.477837631685005
540,Qwen3-8B,liberal_8-g-n,Morality,0.4497568619319889,-0.449756861931989
541,Qwen3-8B,liberal_8-g-n,Ability,-0.109251996183484,0.1092519961834843
542,Qwen3-8B,liberal_8-g-n,Agency,-0.4617112726880975,0.4617112726880973
543,Qwen3-8B,liberal_8-g-n,Status,-0.04170486782978,0.0417048678297804
544,Qwen3-8B,liberal_8-g-n,Politics,-0.0589059143680341,0.058905914368034
545,Qwen3-8B,liberal_8-g-n,Religion,-0.0427678160924853,0.0427678160924863
546,Meta-Llama-3-8B,democratic_6-g-n,Sociability,0.3520543543395188,-0.3520543543395187
547,Meta-Llama-3-8B,democratic_6-g-n,Morality,0.3614323539858874,-0.361432353985888
548,Meta-Llama-3-8B,democratic_6-g-n,Ability,-0.1285710305402967,0.1285710305402968
549,Meta-Llama-3-8B,democratic_6-g-n,Agency,-0.4667060727486529,0.4667060727486529
550,Meta-Llama-3-8B,democratic_6-g-n,Status,-0.188493624381092,0.1884936243810921
551,Meta-Llama-3-8B,democratic_6-g-n,Politics,-0.1360943693293367,0.1360943693293368
552,Meta-Llama-3-8B,democratic_6-g-n,Religion,0.0833774497161518,-0.083377449716151
553,Meta-Llama-3-8B,democratic_9-g-n,Sociability,0.307226863560388,-0.3072268635603879
554,Meta-Llama-3-8B,democratic_9-g-n,Morality,0.4432143377568083,-0.4432143377568074
555,Meta-Llama-3-8B,democratic_9-g-n,Ability,-0.140565615290798,0.140565615290798
556,Meta-Llama-3-8B,democratic_9-g-n,Agency,-0.3891246779958658,0.3891246779958666
557,Meta-Llama-3-8B,democratic_9-g-n,Status,-0.2970098429372193,0.2970098429372193
558,Meta-Llama-3-8B,democratic_9-g-n,Politics,-0.2097074257831995,0.2097074257831997
559,Meta-Llama-3-8B,democratic_9-g-n,Religion,0.0547432536397233,-0.0547432536397231
560,Qwen3-8B,conservative_6-g-n,Sociability,0.4440248434775495,-0.444024843477551
561,Qwen3-8B,conservative_6-g-n,Morality,0.5066768511974823,-0.5066768511974825
562,Qwen3-8B,conservative_6-g-n,Ability,-0.1158937592372863,0.1158937592372868
563,Qwen3-8B,conservative_6-g-n,Agency,-0.4595992791400187,0.4595992791400197
564,Qwen3-8B,conservative_6-g-n,Status,-0.0842533681004191,0.0842533681004192
565,Qwen3-8B,conservative_6-g-n,Politics,-0.0964266583028587,0.0964266583028586
566,Qwen3-8B,conservative_6-g-n,Religion,-0.1199909749649601,0.1199909749649593
567,Qwen3-8B,democratic_7-g-n,Sociability,0.4356569613712919,-0.4356569613712915
568,Qwen3-8B,democratic_7-g-n,Morality,0.4876933964960506,-0.4876933964960501
569,Qwen3-8B,democratic_7-g-n,Ability,-0.1002321290909396,0.1002321290909393
570,Qwen3-8B,democratic_7-g-n,Agency,-0.4643839377538724,0.4643839377538726
571,Qwen3-8B,democratic_7-g-n,Status,-0.0360176894520253,0.0360176894520249
572,Qwen3-8B,democratic_7-g-n,Politics,-0.0283842690008146,0.0283842690008146
573,Qwen3-8B,democratic_7-g-n,Religion,-0.0653455976865116,0.0653455976865121
574,Meta-Llama-3-8B,default-g-n,Sociability,0.4452618648161316,-0.4452618648161315
575,Meta-Llama-3-8B,default-g-n,Morality,0.4211931162136142,-0.4211931162136142
576,Meta-Llama-3-8B,default-g-n,Ability,-0.2179251469606999,0.2179251469607003
577,Meta-Llama-3-8B,default-g-n,Agency,-0.5358731012302463,0.5358731012302456
578,Meta-Llama-3-8B,default-g-n,Status,-0.3698598396473875,0.3698598396473883
579,Meta-Llama-3-8B,default-g-n,Politics,-0.243937679478671,0.2439376794786707
580,Meta-Llama-3-8B,default-g-n,Religion,-0.0647296296247245,0.0647296296247247
581,Apertus-8B-Instruct-2509,default-g-n,Sociability,0.4541506422627301,-0.4541506422627303
582,Apertus-8B-Instruct-2509,default-g-n,Morality,0.2509824405908312,-0.2509824405908299
583,Apertus-8B-Instruct-2509,default-g-n,Ability,-0.2492036031492342,0.2492036031492345
584,Apertus-8B-Instruct-2509,default-g-n,Agency,-0.2670923275633936,0.2670923275633933
585,Apertus-8B-Instruct-2509,default-g-n,Status,-0.0833963835452862,0.0833963835452895
586,Apertus-8B-Instruct-2509,default-g-n,Politics,-0.0717668723698427,0.0717668723698424
587,Apertus-8B-Instruct-2509,default-g-n,Religion,-0.0498451156257971,0.0498451156257973
588,Qwen3-8B,democratic_5-g-n,Sociability,0.4240681886244954,-0.4240681886244949
